FeedbackID,UserID,FeatureID,Category,SentimentScore,Comment,Timestamp
FB3004468,U102046,F1200,UI/UX,2,Took a while to load but useful once it did.,2024-11-28 15:23:50
FB3004469,U109987,F1220,Bug,4,Very interactive — I was surprised!,2024-10-19 22:22:28
FB3004470,U109371,F1215,Bug,2,Took a while to load but useful once it did.,2024-09-29 22:33:30
FB3004471,U107305,F1178,Positive,1,App kept freezing while using this feature.,2024-11-20 18:07:39
FB3004472,U103778,F1190,Positive,4,Helped me focus on small goals each day.,2024-02-06 10:37:06
FB3004473,U106960,F1151,UI/UX,3,"Really like the design, clean and focused.",2024-04-14 03:56:18
FB3004474,U100926,F1288,Positive,5,Love the dark mode — saved my eyes!,2024-05-30 10:58:38
FB3004475,U101322,F1278,Bug,3,"Really like the design, clean and focused.",2024-03-28 08:37:38
FB3004476,U104092,F1285,Bug,1,Too many clicks to get to the content.,2024-01-31 07:36:46
FB3004477,U103366,F1032,UI/UX,3,"Really like the design, clean and focused.",2024-06-28 03:53:47
FB3004478,U100887,F1092,Bug,5,Love the dark mode — saved my eyes!,2024-05-14 20:54:51
FB3004479,U108070,F1158,Suggestion,3,Nice addition. Feels thoughtful.,2024-09-03 19:41:44
FB3004480,U100972,F1262,Bug,1,Text was hard to read on mobile.,2024-05-15 12:33:17
FB3004481,U108186,F1229,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-08-23 22:50:20
FB3004482,U108894,F1065,Suggestion,1,Felt too overwhelming — too much info at once.,2024-02-07 23:57:46
FB3004483,U106355,F1175,UI/UX,1,App kept freezing while using this feature.,2024-08-20 01:27:08
FB3004484,U106561,F1171,Bug,3,"Really like the design, clean and focused.",2024-07-30 04:57:35
FB3004485,U109297,F1193,Bug,4,Animations made it more engaging.,2024-01-16 09:18:33
FB3004486,U107420,F1280,Suggestion,1,Felt too overwhelming — too much info at once.,2024-02-21 02:51:43
FB3004487,U101571,F1112,Suggestion,4,Micro animations made it feel alive.,2024-06-13 14:49:50
FB3004488,U101137,F1278,UI/UX,1,The feature felt a bit clunky and slow.,2024-05-18 20:12:42
FB3004489,U104364,F1144,Bug,3,Nice addition. Feels thoughtful.,2024-09-08 00:17:43
FB3004490,U107753,F1048,Suggestion,3,"Really like the design, clean and focused.",2024-02-04 18:34:06
FB3004491,U108093,F1134,Positive,5,Super helpful and intuitive — great job.,2024-07-03 05:09:10
FB3004492,U101434,F1160,Bug,4,Micro animations made it feel alive.,2024-09-16 23:00:21
FB3004493,U102681,F1004,Bug,5,Love the dark mode — saved my eyes!,2024-06-06 16:22:05
FB3004494,U102504,F1232,Suggestion,5,Loved how easy it was to navigate!,2024-12-18 03:05:00
FB3004495,U103385,F1063,Suggestion,2,Took a while to load but useful once it did.,2024-09-05 05:53:00
FB3004496,U104402,F1088,Bug,1,Text was hard to read on mobile.,2024-02-04 12:48:09
FB3004497,U101509,F1063,Confusing,4,Micro animations made it feel alive.,2024-03-09 09:37:01
FB3004498,U104656,F1247,Suggestion,3,Enjoyed using it — kept me motivated.,2024-09-15 17:58:14
FB3004499,U105890,F1071,Suggestion,3,Enjoyed using it — kept me motivated.,2024-11-24 14:58:50
FB3004500,U104182,F1066,Bug,2,Took a while to load but useful once it did.,2024-03-22 14:09:30
FB3004501,U100661,F1203,UI/UX,5,Would love to see this in more languages.,2024-05-10 14:35:48
FB3004502,U103991,F1221,Bug,1,Text was hard to read on mobile.,2024-05-16 00:51:08
FB3004503,U108408,F1175,Confusing,3,Nice addition. Feels thoughtful.,2024-04-04 19:21:26
FB3004504,U109299,F1106,Confusing,4,Animations made it more engaging.,2024-01-24 01:03:49
FB3004505,U108414,F1089,Positive,2,Took a while to load but useful once it did.,2024-05-12 02:14:34
FB3004506,U102349,F1043,Suggestion,2,Took a while to load but useful once it did.,2024-11-02 13:38:16
FB3004507,U101843,F1066,UI/UX,5,Love the dark mode — saved my eyes!,2024-07-18 07:52:01
FB3004508,U104856,F1136,Suggestion,4,Animations made it more engaging.,2024-05-03 02:32:26
FB3004509,U100350,F1216,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-02-09 16:42:01
FB3004510,U106016,F1144,UI/UX,2,Could use better instructions or tooltips.,2024-11-15 20:39:39
FB3004511,U108018,F1188,UI/UX,4,Micro animations made it feel alive.,2024-10-21 19:32:53
FB3004512,U108011,F1255,Confusing,3,Enjoyed using it — kept me motivated.,2024-03-24 10:42:46
FB3004513,U103994,F1228,Bug,4,Animations made it more engaging.,2024-08-15 17:43:52
FB3004514,U103881,F1163,Bug,5,Love the dark mode — saved my eyes!,2024-05-10 20:07:48
FB3004515,U102362,F1255,Suggestion,5,Loved how easy it was to navigate!,2024-04-14 17:37:47
FB3004516,U104288,F1034,UI/UX,1,Felt too overwhelming — too much info at once.,2024-01-28 19:18:49
FB3004517,U101975,F1003,Suggestion,2,Could use better instructions or tooltips.,2024-03-12 00:34:07
FB3004518,U107054,F1241,Positive,4,Very interactive — I was surprised!,2024-07-16 09:46:06
FB3004519,U102776,F1049,UI/UX,3,Enjoyed using it — kept me motivated.,2024-07-15 13:13:56
FB3004520,U105239,F1279,Suggestion,4,Animations made it more engaging.,2024-02-18 08:37:13
FB3004521,U106588,F1046,Bug,1,Too many clicks to get to the content.,2024-08-05 11:35:31
FB3004522,U107732,F1258,Bug,5,Loved how easy it was to navigate!,2024-06-08 05:41:35
FB3004523,U108035,F1089,Bug,4,Animations made it more engaging.,2024-03-14 12:25:13
FB3004524,U102555,F1156,Bug,5,Love the dark mode — saved my eyes!,2024-03-27 20:40:10
FB3004525,U100235,F1082,Positive,3,Nice addition. Feels thoughtful.,2024-04-19 07:42:03
FB3004526,U109539,F1148,Bug,2,Could use better instructions or tooltips.,2024-03-02 23:22:59
FB3004527,U102290,F1100,Positive,4,Very interactive — I was surprised!,2024-10-24 06:22:27
FB3004528,U106361,F1123,Positive,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-12-18 13:44:41
FB3004529,U109749,F1159,Confusing,5,Super helpful and intuitive — great job.,2024-06-24 14:48:26
FB3004530,U101679,F1023,Confusing,4,Helped me focus on small goals each day.,2024-04-27 20:28:50
FB3004531,U102384,F1271,Positive,2,Could use better instructions or tooltips.,2024-03-22 07:53:19
FB3004532,U101695,F1214,Suggestion,5,Super helpful and intuitive — great job.,2024-04-28 21:16:53
FB3004533,U103167,F1111,Suggestion,3,Nice addition. Feels thoughtful.,2024-04-29 13:19:04
FB3004534,U108603,F1096,UI/UX,4,Animations made it more engaging.,2024-10-10 19:16:42
FB3004535,U105601,F1132,Suggestion,3,"Really like the design, clean and focused.",2024-09-25 03:06:16
FB3004536,U109948,F1067,Positive,1,Didn’t understand what I was supposed to do.,2024-03-14 11:41:40
FB3004537,U109530,F1292,Confusing,1,The feature felt a bit clunky and slow.,2024-07-03 22:56:28
FB3004538,U100142,F1006,UI/UX,5,Super helpful and intuitive — great job.,2024-02-26 00:35:39
FB3004539,U102962,F1030,Confusing,1,Didn’t understand what I was supposed to do.,2024-06-10 00:16:49
FB3004540,U105506,F1244,Suggestion,5,Super helpful and intuitive — great job.,2024-12-20 20:32:55
FB3004541,U108564,F1256,Bug,4,Helped me focus on small goals each day.,2024-06-01 12:53:15
FB3004542,U106493,F1178,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-07-02 17:50:49
FB3004543,U101646,F1087,Suggestion,3,Enjoyed using it — kept me motivated.,2024-10-15 18:09:31
FB3004544,U102742,F1261,UI/UX,2,Could use better instructions or tooltips.,2024-04-14 18:35:09
FB3004545,U107411,F1281,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-07-25 05:24:35
FB3004546,U108007,F1234,Bug,1,Felt too overwhelming — too much info at once.,2024-07-08 17:40:54
FB3004547,U107862,F1272,Bug,2,Could use better instructions or tooltips.,2024-12-23 06:40:05
FB3004548,U109368,F1096,UI/UX,1,Text was hard to read on mobile.,2024-08-12 10:17:46
FB3004549,U107743,F1173,Suggestion,5,Would love to see this in more languages.,2024-08-19 17:37:26
FB3004550,U106003,F1129,Positive,5,Super helpful and intuitive — great job.,2024-04-11 17:53:03
FB3004551,U102455,F1118,Positive,4,Very interactive — I was surprised!,2024-12-06 09:25:44
FB3004552,U109434,F1051,UI/UX,5,Love the dark mode — saved my eyes!,2024-09-10 16:57:04
FB3004553,U105182,F1244,Bug,5,Would love to see this in more languages.,2024-11-24 08:03:55
FB3004554,U100378,F1230,Positive,2,Took a while to load but useful once it did.,2024-10-08 20:04:18
FB3004555,U106541,F1064,UI/UX,3,Nice addition. Feels thoughtful.,2024-07-21 07:15:48
FB3004556,U105272,F1176,UI/UX,3,Nice addition. Feels thoughtful.,2024-11-07 15:00:31
FB3004557,U103946,F1284,UI/UX,4,Helped me focus on small goals each day.,2024-03-26 05:07:51
FB3004558,U102088,F1251,Suggestion,3,Enjoyed using it — kept me motivated.,2024-06-01 01:59:48
FB3004559,U107095,F1218,Bug,3,"Really like the design, clean and focused.",2024-04-27 10:23:43
FB3004560,U109454,F1126,Positive,5,Love the dark mode — saved my eyes!,2024-11-22 09:18:07
FB3004561,U106494,F1092,UI/UX,4,Helped me focus on small goals each day.,2024-10-13 08:06:41
FB3004562,U108231,F1014,UI/UX,3,Nice addition. Feels thoughtful.,2024-05-11 08:42:35
FB3004563,U100554,F1199,Bug,4,Helped me focus on small goals each day.,2024-04-06 00:20:57
FB3004564,U108080,F1041,Confusing,5,Loved how easy it was to navigate!,2024-04-09 22:39:17
FB3004565,U109966,F1277,Bug,2,Could use better instructions or tooltips.,2024-08-27 05:21:09
FB3004566,U108936,F1235,Positive,2,Took a while to load but useful once it did.,2024-05-09 02:11:33
FB3004567,U107444,F1037,Suggestion,3,Enjoyed using it — kept me motivated.,2024-08-06 00:41:12
FB3004568,U101141,F1068,Suggestion,1,Didn’t understand what I was supposed to do.,2024-11-26 15:21:59
FB3004569,U108501,F1237,Bug,1,Text was hard to read on mobile.,2024-11-03 06:54:14
FB3004570,U106488,F1106,UI/UX,4,Very interactive — I was surprised!,2024-05-06 23:48:31
FB3004571,U103056,F1284,Suggestion,2,Could use better instructions or tooltips.,2024-11-02 23:31:30
FB3004572,U103962,F1149,UI/UX,5,Love the dark mode — saved my eyes!,2024-11-25 08:43:40
FB3004573,U101097,F1040,Positive,3,Enjoyed using it — kept me motivated.,2024-12-11 22:24:30
FB3004574,U101065,F1125,Bug,5,Would love to see this in more languages.,2024-01-15 17:47:38
FB3004575,U107806,F1125,Confusing,4,Helped me focus on small goals each day.,2024-05-26 17:51:24
FB3004576,U106100,F1148,Confusing,5,Would love to see this in more languages.,2024-03-29 13:09:12
FB3004577,U107992,F1104,Bug,4,Micro animations made it feel alive.,2024-12-27 06:26:44
FB3004578,U109264,F1027,Bug,1,Too many clicks to get to the content.,2024-02-17 10:34:20
FB3004579,U101029,F1053,Confusing,3,Nice addition. Feels thoughtful.,2024-10-02 03:27:53
FB3004580,U105963,F1246,Bug,1,The feature felt a bit clunky and slow.,2024-02-10 20:03:46
FB3004581,U102957,F1257,Bug,2,Could use better instructions or tooltips.,2024-12-13 07:49:14
FB3004582,U103023,F1174,Positive,5,Loved how easy it was to navigate!,2024-02-14 18:45:15
FB3004583,U100755,F1281,Suggestion,1,Too many clicks to get to the content.,2024-04-05 02:49:40
FB3004584,U104894,F1267,UI/UX,4,Animations made it more engaging.,2024-03-27 11:23:26
FB3004585,U104576,F1212,Positive,5,Would love to see this in more languages.,2024-01-25 18:42:00
FB3004586,U109824,F1020,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-02-15 12:28:51
FB3004587,U108707,F1135,Bug,3,Enjoyed using it — kept me motivated.,2024-04-19 08:39:46
FB3004588,U105613,F1155,Confusing,3,Nice addition. Feels thoughtful.,2024-01-09 19:59:09
FB3004589,U108219,F1014,Confusing,1,App kept freezing while using this feature.,2024-05-12 04:14:36
FB3004590,U107786,F1241,Suggestion,2,Could use better instructions or tooltips.,2024-10-27 21:23:21
FB3004591,U102306,F1073,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-05-22 03:13:23
FB3004592,U109472,F1113,Positive,1,Didn’t understand what I was supposed to do.,2024-08-31 13:34:56
FB3004593,U109852,F1057,Positive,4,Micro animations made it feel alive.,2024-05-14 01:10:25
FB3004594,U107142,F1052,UI/UX,5,Love the dark mode — saved my eyes!,2024-06-24 20:56:53
FB3004595,U105420,F1065,Confusing,5,Would love to see this in more languages.,2024-02-02 09:40:09
FB3004596,U108422,F1145,Bug,4,Animations made it more engaging.,2024-07-02 16:19:05
FB3004597,U105500,F1296,UI/UX,5,Would love to see this in more languages.,2024-04-02 02:54:47
FB3004598,U102599,F1257,Bug,3,Enjoyed using it — kept me motivated.,2024-09-25 18:11:38
FB3004599,U106340,F1227,Positive,2,Could use better instructions or tooltips.,2024-10-20 16:44:02
FB3004600,U105651,F1142,Suggestion,5,Love the dark mode — saved my eyes!,2024-05-24 06:08:35
FB3004601,U107115,F1230,Confusing,1,App kept freezing while using this feature.,2024-07-26 16:07:38
FB3004602,U107372,F1080,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-05-11 19:02:38
FB3004603,U103175,F1105,UI/UX,1,App kept freezing while using this feature.,2024-06-17 17:01:23
FB3004604,U107662,F1126,Positive,2,Took a while to load but useful once it did.,2024-03-07 12:55:01
FB3004605,U102666,F1185,UI/UX,2,Took a while to load but useful once it did.,2024-03-15 07:42:51
FB3004606,U103480,F1282,Confusing,4,Micro animations made it feel alive.,2024-01-21 03:48:39
FB3004607,U100732,F1163,UI/UX,3,"Really like the design, clean and focused.",2024-11-15 14:02:40
FB3004608,U106227,F1016,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-10-07 06:47:41
FB3004609,U100831,F1098,Suggestion,5,Loved how easy it was to navigate!,2024-06-28 01:34:32
FB3004610,U106340,F1049,Positive,4,Animations made it more engaging.,2024-06-20 19:38:49
FB3004611,U105203,F1064,UI/UX,5,Loved how easy it was to navigate!,2024-02-17 19:51:08
FB3004612,U106172,F1000,Bug,3,Nice addition. Feels thoughtful.,2024-11-02 14:16:38
FB3004613,U100514,F1005,UI/UX,1,Felt too overwhelming — too much info at once.,2024-09-02 18:10:19
FB3004614,U104827,F1144,Bug,4,Animations made it more engaging.,2024-03-23 04:36:01
FB3004615,U104849,F1223,UI/UX,4,Animations made it more engaging.,2024-08-10 00:27:55
FB3004616,U108765,F1284,Positive,1,The feature felt a bit clunky and slow.,2024-04-17 15:09:08
FB3004617,U105532,F1059,Suggestion,2,Could use better instructions or tooltips.,2024-11-11 19:56:35
FB3004618,U109536,F1065,UI/UX,5,Loved how easy it was to navigate!,2024-10-10 01:01:13
FB3004619,U104559,F1206,Positive,5,Love the dark mode — saved my eyes!,2024-04-15 20:06:21
FB3004620,U103009,F1111,Suggestion,3,Nice addition. Feels thoughtful.,2024-09-06 20:35:41
FB3004621,U101852,F1089,Positive,4,Very interactive — I was surprised!,2024-10-27 21:59:11
FB3004622,U103815,F1187,Confusing,5,Would love to see this in more languages.,2024-09-27 03:25:48
FB3004623,U100241,F1199,Confusing,5,Love the dark mode — saved my eyes!,2024-10-11 23:14:52
FB3004624,U103649,F1248,Confusing,4,Micro animations made it feel alive.,2024-02-01 04:22:16
FB3004625,U107027,F1267,Positive,2,Could use better instructions or tooltips.,2024-12-15 22:46:47
FB3004626,U101451,F1227,Positive,4,Animations made it more engaging.,2024-01-07 03:56:32
FB3004627,U104854,F1161,Positive,1,App kept freezing while using this feature.,2024-09-21 23:11:32
FB3004628,U108082,F1169,Confusing,3,Enjoyed using it — kept me motivated.,2024-02-15 15:27:39
FB3004629,U102661,F1228,Bug,4,Micro animations made it feel alive.,2024-09-24 07:40:49
FB3004630,U108463,F1172,Bug,4,Animations made it more engaging.,2024-09-02 21:53:13
FB3004631,U100853,F1009,Positive,3,"Really like the design, clean and focused.",2024-02-25 13:37:59
FB3004632,U101644,F1149,Positive,4,Micro animations made it feel alive.,2024-01-02 22:53:55
FB3004633,U106356,F1076,UI/UX,5,Super helpful and intuitive — great job.,2024-02-10 19:59:12
FB3004634,U109889,F1246,Bug,5,Loved how easy it was to navigate!,2024-07-03 20:36:23
FB3004635,U108057,F1279,Bug,5,Would love to see this in more languages.,2024-02-16 18:28:20
FB3004636,U101949,F1075,Bug,2,Could use better instructions or tooltips.,2024-03-06 23:53:50
FB3004637,U108304,F1243,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-05-08 22:34:22
FB3004638,U103931,F1294,UI/UX,2,Took a while to load but useful once it did.,2024-06-16 11:08:29
FB3004639,U102605,F1128,Bug,4,Helped me focus on small goals each day.,2024-12-24 06:22:18
FB3004640,U103542,F1071,Positive,3,Enjoyed using it — kept me motivated.,2024-07-20 16:00:47
FB3004641,U103252,F1040,Suggestion,2,Could use better instructions or tooltips.,2024-10-18 08:30:06
FB3004642,U106998,F1178,Bug,3,"Really like the design, clean and focused.",2024-05-12 23:17:39
FB3004643,U107933,F1224,Bug,4,Very interactive — I was surprised!,2024-11-09 16:29:01
FB3004644,U107485,F1054,Positive,4,Micro animations made it feel alive.,2024-04-28 16:19:15
FB3004645,U103977,F1120,Confusing,3,"Really like the design, clean and focused.",2024-07-29 05:13:06
FB3004646,U104737,F1112,Suggestion,4,Micro animations made it feel alive.,2024-10-14 04:22:59
FB3004647,U101019,F1125,UI/UX,1,Too many clicks to get to the content.,2024-01-21 13:53:22
FB3004648,U106055,F1002,UI/UX,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-06-06 23:39:49
FB3004649,U101879,F1170,Suggestion,4,Very interactive — I was surprised!,2024-12-23 14:26:54
FB3004650,U101037,F1013,Bug,3,Enjoyed using it — kept me motivated.,2024-04-14 08:51:28
FB3004651,U103964,F1291,Suggestion,1,The feature felt a bit clunky and slow.,2024-11-06 12:58:39
FB3004652,U103196,F1276,UI/UX,2,Could use better instructions or tooltips.,2024-08-02 16:17:06
FB3004653,U101931,F1148,Positive,2,Could use better instructions or tooltips.,2024-04-04 17:59:00
FB3004654,U107084,F1032,Positive,4,Animations made it more engaging.,2024-12-05 23:47:44
FB3004655,U103163,F1215,Bug,2,Took a while to load but useful once it did.,2024-02-06 23:49:36
FB3004656,U101936,F1086,Suggestion,5,Loved how easy it was to navigate!,2024-02-09 19:40:09
FB3004657,U106778,F1085,Bug,1,Text was hard to read on mobile.,2024-03-16 17:51:20
FB3004658,U108330,F1138,Suggestion,2,Could use better instructions or tooltips.,2024-03-14 16:39:16
FB3004659,U100354,F1224,Bug,4,Very interactive — I was surprised!,2024-05-03 00:37:31
FB3004660,U109111,F1089,Positive,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-08-09 22:24:53
FB3004661,U101998,F1276,Confusing,5,Loved how easy it was to navigate!,2024-07-24 11:27:35
FB3004662,U102099,F1062,UI/UX,2,Took a while to load but useful once it did.,2024-05-11 10:33:14
FB3004663,U107304,F1282,Confusing,1,The feature felt a bit clunky and slow.,2024-05-30 05:21:25
FB3004664,U102742,F1033,Confusing,5,Super helpful and intuitive — great job.,2024-01-17 21:27:27
FB3004665,U105215,F1170,Positive,1,App kept freezing while using this feature.,2024-09-01 18:56:45
FB3004666,U108775,F1281,Bug,4,Micro animations made it feel alive.,2024-02-20 11:32:28
FB3004667,U102065,F1272,UI/UX,4,Helped me focus on small goals each day.,2024-02-05 02:29:39
FB3004668,U103911,F1294,Confusing,3,Enjoyed using it — kept me motivated.,2024-10-04 19:03:56
FB3004669,U108047,F1109,Suggestion,2,Took a while to load but useful once it did.,2024-09-24 04:26:45
FB3004670,U107824,F1079,Suggestion,4,Very interactive — I was surprised!,2024-02-25 16:07:48
FB3004671,U108083,F1178,Positive,4,Animations made it more engaging.,2024-11-17 08:42:55
FB3004672,U103680,F1204,Bug,3,Nice addition. Feels thoughtful.,2024-11-08 18:01:38
FB3004673,U106049,F1183,Confusing,4,Animations made it more engaging.,2024-08-22 04:59:48
FB3004674,U103398,F1168,Positive,2,Took a while to load but useful once it did.,2024-04-14 22:27:59
FB3004675,U106720,F1159,Bug,1,Didn’t understand what I was supposed to do.,2024-10-14 20:52:35
FB3004676,U109575,F1110,UI/UX,4,Very interactive — I was surprised!,2024-09-06 10:21:10
FB3004677,U107750,F1199,Bug,5,Loved how easy it was to navigate!,2024-09-03 14:18:37
FB3004678,U104285,F1233,UI/UX,4,Micro animations made it feel alive.,2024-07-10 20:40:56
FB3004679,U100246,F1163,Positive,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-10-25 01:54:36
FB3004680,U106241,F1056,Bug,4,Helped me focus on small goals each day.,2024-01-21 09:51:28
FB3004681,U101555,F1261,Confusing,1,Too many clicks to get to the content.,2024-09-30 03:36:07
FB3004682,U104881,F1218,Confusing,5,Would love to see this in more languages.,2024-03-09 04:52:33
FB3004683,U102665,F1195,Bug,1,The feature felt a bit clunky and slow.,2024-06-05 19:44:02
FB3004684,U106736,F1101,Positive,3,Enjoyed using it — kept me motivated.,2024-05-02 07:58:11
FB3004685,U107289,F1189,Suggestion,3,Enjoyed using it — kept me motivated.,2024-08-10 17:51:19
FB3004686,U106624,F1004,UI/UX,1,App kept freezing while using this feature.,2024-08-30 04:11:01
FB3004687,U103529,F1160,Suggestion,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-06-21 00:28:34
FB3004688,U100657,F1222,Confusing,1,App kept freezing while using this feature.,2024-07-21 04:54:29
FB3004689,U100704,F1046,Confusing,4,Animations made it more engaging.,2024-02-03 08:22:35
FB3004690,U105625,F1075,Suggestion,4,Very interactive — I was surprised!,2024-12-29 04:23:52
FB3004691,U103998,F1297,Confusing,2,Could use better instructions or tooltips.,2024-08-08 13:41:14
FB3004692,U108314,F1084,Bug,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-08-06 06:46:43
FB3004693,U102428,F1182,Bug,1,Text was hard to read on mobile.,2024-02-08 23:24:18
FB3004694,U101220,F1269,UI/UX,4,Micro animations made it feel alive.,2024-01-08 07:53:03
FB3004695,U103642,F1051,Positive,1,Didn’t understand what I was supposed to do.,2024-04-20 23:37:14
FB3004696,U100729,F1188,Positive,4,Micro animations made it feel alive.,2024-07-14 04:26:37
FB3004697,U101234,F1146,Confusing,4,Helped me focus on small goals each day.,2024-09-17 15:01:16
FB3004698,U101551,F1239,Positive,5,Loved how easy it was to navigate!,2024-04-09 21:13:41
FB3004699,U105122,F1035,Suggestion,4,Very interactive — I was surprised!,2024-11-08 23:28:38
FB3004700,U106627,F1156,Positive,4,Helped me focus on small goals each day.,2024-01-15 18:45:50
FB3004701,U103418,F1150,UI/UX,4,Animations made it more engaging.,2024-07-05 17:25:02
FB3004702,U109813,F1116,Positive,3,Enjoyed using it — kept me motivated.,2024-10-22 22:57:28
FB3004703,U106702,F1052,Suggestion,5,Love the dark mode — saved my eyes!,2024-11-15 20:02:33
FB3004704,U102236,F1196,Suggestion,4,Helped me focus on small goals each day.,2024-04-14 04:30:09
FB3004705,U109524,F1250,Bug,1,Too many clicks to get to the content.,2024-05-10 08:06:01
FB3004706,U105633,F1019,Bug,5,Super helpful and intuitive — great job.,2024-12-26 04:02:48
FB3004707,U104502,F1013,Suggestion,5,Loved how easy it was to navigate!,2024-12-07 01:14:18
FB3004708,U107916,F1232,Positive,1,Didn’t understand what I was supposed to do.,2024-10-19 18:20:24
FB3004709,U102072,F1041,Confusing,5,Love the dark mode — saved my eyes!,2024-09-11 04:35:06
FB3004710,U108017,F1165,Bug,4,Very interactive — I was surprised!,2024-12-13 03:49:19
FB3004711,U107433,F1287,Positive,1,Text was hard to read on mobile.,2024-01-07 00:38:27
FB3004712,U104450,F1068,UI/UX,3,"Really like the design, clean and focused.",2024-09-12 07:59:54
FB3004713,U109123,F1202,Confusing,1,Too many clicks to get to the content.,2024-12-11 20:16:32
FB3004714,U109065,F1103,UI/UX,3,Enjoyed using it — kept me motivated.,2024-01-26 21:07:26
FB3004715,U108034,F1244,Bug,1,Felt too overwhelming — too much info at once.,2024-05-24 09:45:54
FB3004716,U102640,F1296,Confusing,5,Super helpful and intuitive — great job.,2024-06-13 14:23:49
FB3004717,U107748,F1223,UI/UX,3,Nice addition. Feels thoughtful.,2024-05-23 00:47:27
FB3004718,U108941,F1036,Suggestion,2,Could use better instructions or tooltips.,2024-06-16 16:23:04
FB3004719,U106115,F1170,Confusing,5,Would love to see this in more languages.,2024-10-13 14:30:29
FB3004720,U107477,F1071,Positive,1,App kept freezing while using this feature.,2024-09-15 17:56:44
FB3004721,U104700,F1221,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-03-08 05:28:05
FB3004722,U102864,F1195,Bug,1,Didn’t understand what I was supposed to do.,2024-10-24 20:40:37
FB3004723,U101350,F1044,UI/UX,5,Super helpful and intuitive — great job.,2024-10-24 17:50:36
FB3004724,U100745,F1186,Suggestion,4,Animations made it more engaging.,2024-09-04 20:48:00
FB3004725,U106553,F1181,Confusing,2,Didn’t notice this until the end — maybe highlight it earlier?,2024-09-21 15:40:44
FB3004726,U103593,F1236,Positive,5,Loved how easy it was to navigate!,2024-09-18 19:54:24
FB3004727,U106948,F1050,UI/UX,1,Text was hard to read on mobile.,2024-09-19 20:52:15
FB3004728,U106717,F1076,Confusing,1,The feature felt a bit clunky and slow.,2024-11-16 13:08:55
FB3004729,U104542,F1150,Suggestion,3,Nice addition. Feels thoughtful.,2024-10-04 23:05:42
FB3004730,U102769,F1233,Bug,4,Helped me focus on small goals each day.,2024-02-28 00:39:00
FB3004731,U100656,F1177,Bug,4,Helped me focus on small goals each day.,2024-05-14 05:22:27
FB3004732,U105520,F1284,Confusing,3,Enjoyed using it — kept me motivated.,2024-03-02 00:07:11
FB3004733,U102411,F1158,Confusing,1,App kept freezing while using this feature.,2024-02-17 17:48:49
FB3004734,U105167,F1235,UI/UX,1,Didn’t understand what I was supposed to do.,2024-10-26 15:41:31
FB3004735,U100987,F1041,UI/UX,1,Didn’t understand what I was supposed to do.,2024-06-03 10:31:22
FB3004736,U107159,F1146,Suggestion,4,Animations made it more engaging.,2024-07-16 20:56:40
FB3004737,U104192,F1245,Positive,5,Love the dark mode — saved my eyes!,2024-08-01 18:39:41
FB3004738,U104497,F1105,Suggestion,5,Love the dark mode — saved my eyes!,2024-03-12 18:19:24
FB3004739,U101379,F1275,UI/UX,1,The feature felt a bit clunky and slow.,2024-12-04 20:33:16
FB3004740,U104908,F1298,Suggestion,1,Too many clicks to get to the content.,2024-07-10 20:02:36
FB3004741,U103796,F1215,Bug,1,Felt too overwhelming — too much info at once.,2024-08-11 08:39:57
FB3004742,U103967,F1186,Bug,3,"Really like the design, clean and focused.",2024-03-09 19:45:58
FB3004743,U105465,F1171,Confusing,1,App kept freezing while using this feature.,2024-12-16 13:35:03
FB3004744,U101587,F1082,Positive,1,Too many clicks to get to the content.,2024-12-06 23:40:23
FB3004745,U107928,F1097,Suggestion,2,Took a while to load but useful once it did.,2024-07-25 17:52:01
FB3004746,U107295,F1174,Positive,1,Felt too overwhelming — too much info at once.,2024-09-25 09:59:08
FB3004747,U103669,F1210,Positive,5,Loved how easy it was to navigate!,2024-05-01 00:53:14
FB3004748,U102011,F1009,Confusing,5,Love the dark mode — saved my eyes!,2024-09-05 08:34:02
FB3004749,U107225,F1025,UI/UX,3,Nice addition. Feels thoughtful.,2024-04-04 15:48:52
FB3004750,U109178,F1121,Confusing,5,Loved how easy it was to navigate!,2024-08-20 09:34:27
FB3004751,U109948,F1195,Confusing,4,Helped me focus on small goals each day.,2024-05-06 23:23:41
FB3004752,U105184,F1162,Suggestion,3,Nice addition. Feels thoughtful.,2024-04-19 08:01:52
FB3004753,U104688,F1101,Bug,2,Took a while to load but useful once it did.,2024-06-16 04:15:14
